bin,dotnet_core,module
C:\Windows\WinSxS\amd64_microsoft-windows-powershell-exe_31bf3856ad364e35_10.0.26100.3323_none_04e46de8b22fbf15\powershell.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_microsoft-xbox-gamecallableui.appxmain_31bf3856ad364e35_10.0.26100.1150_none_bf072f41973cb733\XBox.TCUI.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_microsoft.workflow.compiler_31bf3856ad364e35_4.0.15912.0_none_ed62602ac24399fc\Microsoft.Workflow.Compiler.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_multipoint-logcollector_31bf3856ad364e35_10.0.26100.1882_none_3bc0f3ed4b4269b5\LogCollector.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_multipoint-wmsmanager_31bf3856ad364e35_10.0.26100.1591_none_b7cec9dc382cb5f1\WmsManager.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_multipoint-wmsmanager_31bf3856ad364e35_10.0.26100.1882_none_b7ad430638460a0e\WmsManager.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-applaunch_exe_b03f5f7f11d50a3a_10.0.26100.1_none_21c930510a00a526\AppLaunch.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-aspnet_state_exe_b03f5f7f11d50a3a_10.0.26100.1_none_ddaf5dc661e91ea5\aspnet_state.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-clr_ilasm_exe_b03f5f7f11d50a3a_10.0.26100.1_none_5fa297562cdb430e\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-csharp_compiler_csc_b03f5f7f11d50a3a_10.0.26100.1_none_5b0b14d6cc274cc8\csc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-dfsvc_b03f5f7f11d50a3a_10.0.26100.1_none_6694132cb1b96a0b\dfsvc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-ieexec_b03f5f7f11d50a3a_10.0.26100.1_none_4db4eeca2cb94664\IEExec.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-jsc_b03f5f7f11d50a3a_10.0.26100.1_none_e49f43adae7337af\jsc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-mscorsvw_exe_b03f5f7f11d50a3a_10.0.26100.1_none_7c88976e8785ad0a\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-ngen_exe_b03f5f7f11d50a3a_10.0.26100.1_none_d44f53dce9b09eb4\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-vb_compiler_b03f5f7f11d50a3a_10.0.26100.1_none_9c81814c454e23f1\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx-vb_compiler_b03f5f7f11d50a3a_10.0.27000.360_none_db37a096a5a2d301\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-addinprocess_31bf3856ad364e35_10.0.26100.1_none_2d8ad328b5479b73\AddInProcess.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-addinutil_31bf3856ad364e35_10.0.26100.1_none_c811e1884be875a8\AddInUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-datasvcutil_31bf3856ad364e35_10.0.26100.1_none_8c4a868d0582d524\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-edmgen_31bf3856ad364e35_10.0.26100.1_none_ab6fa072a46b2ede\EdmGen.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-vb_compiler_orcas_31bf3856ad364e35_10.0.26100.1_none_92f5fcf757ed42ed\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx35linq-vb_compiler_orcas_31bf3856ad364e35_10.0.27000.360_none_1f384179f4f31b5d\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-applaunch_exe_b03f5f7f11d50a3a_4.0.15912.0_none_aa82bd90bcd50b03\AppLaunch.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-aspnet_state_exe_b03f5f7f11d50a3a_4.0.15912.0_none_61e02e661eddd7ec\aspnet_state.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-ilasm_exe_b03f5f7f11d50a3a_4.0.15912.0_none_61c655cc264adc4b\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-ilasm_exe_b03f5f7f11d50a3a_4.0.15912.146_none_57dbe416963fa154\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-mscorsvw_exe_b03f5f7f11d50a3a_4.0.15912.0_none_7f1c6fee223c55e3\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-mscorsvw_exe_b03f5f7f11d50a3a_4.0.15912.100_none_752bfd0c9236819e\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-ngen_exe_b03f5f7f11d50a3a_4.0.15912.0_none_b4e0bc75d19eec35\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-ngen_exe_b03f5f7f11d50a3a_4.0.15912.100_none_aaf04994419917f0\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-vbc_exe_b03f5f7f11d50a3a_4.0.15912.0_none_98d146a6029264ee\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_netfx4-vbc_exe_b03f5f7f11d50a3a_4.0.15912.355_none_8ee5d84e72880b3f\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_smsvchost_b03f5f7f11d50a3a_4.0.15912.0_none_6f42c7c83cc3cb06\SMSvcHost.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wcf-comsvcconfig_b03f5f7f11d50a3a_10.0.26100.1_none_22beb1f66a9bdcd9\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wcf-servicemodelreg_b03f5f7f11d50a3a_10.0.26100.1_none_10dfbabc1234526e\ServiceModelReg.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wcf-smsvchost_b03f5f7f11d50a3a_10.0.26100.1_none_97a994ca02046ab4\SMSvcHost.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wcf-wsatconfig_b03f5f7f11d50a3a_10.0.26100.1_none_a7b1b2421ae9ec27\WsatConfig.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wpf-presentationfontcache_31bf3856ad364e35_10.0.26100.1_none_028d3f2f7abaac3f\PresentationFontCache.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wpf-presentationhostexe_31bf3856ad364e35_10.0.26100.1150_none_0bdb83c7d007c6bc\PresentationHost.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wpf-terminalserverwpfwrapperexe_31bf3856ad364e35_10.0.26100.1_none_2152e7eb342c1e53\TsWpfWrp.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wpf-xamlviewer_31bf3856ad364e35_10.0.26100.1_none_5301f4e1e5797d14\XamlViewer_v0300.exe,True,mscoree.dll
C:\Windows\WinSxS\amd64_wsatconfig_b03f5f7f11d50a3a_4.0.15912.0_none_65c6ab619fd35783\WsatConfig.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_addinprocess_b77a5c561934e089_10.0.26100.1_none_98735c9942cd7928\AddInProcess.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_addinutil_b77a5c561934e089_10.0.26100.1_none_b94f0eb8a758822f\AddInUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_comsvcconfig_b03f5f7f11d50a3a_10.0.26100.1_none_8fc81fd68823646b\ComSvcConfig.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_datasvcutil_b77a5c561934e089_10.0.26100.1_none_6ea9e81d0ca2fc8b\DataSvcUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_dfsvc_b03f5f7f11d50a3a_10.0.26100.1_none_0a0ceefe3c8778a8\dfsvc.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_edmgen_b77a5c561934e089_10.0.26100.1_none_6cad1ce863fa4761\EdmGen.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_hyperv-ux-ui-vmcreate_31bf3856ad364e35_10.0.26100.1591_none_73076b811b15bddd\VMCreate.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_hyperv-ux-ui-vmcreate_31bf3856ad364e35_10.0.26100.3323_none_7315df8f1b0c022a\VMCreate.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_hyperv-ux-ui-vmimport_31bf3856ad364e35_10.0.26100.1_none_22104f68acb76d7f\VMImport.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_ieexec_b03f5f7f11d50a3a_10.0.26100.1_none_231fe8bbbb362efd\IEExec.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_inspectvhddialog_31bf3856ad364e35_10.0.26100.1_none_131779f41084e8ab\InspectVhdDialog.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_jsc_b03f5f7f11d50a3a_10.0.26100.1_none_4c13a06c8b009cc4\jsc.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_multipoint-wmsdashboard_31bf3856ad364e35_10.0.26100.1882_none_ebcaeb1d9bfa1466\WmsDashboard.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_presentationfontcache_31bf3856ad364e35_10.0.26100.1_none_ae9fddaa60638ed8\PresentationFontCache.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_servicemodelreg_b03f5f7f11d50a3a_10.0.26100.1_none_ef0c64fcaf8f69dc\ServiceModelReg.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_smsvchost_b03f5f7f11d50a3a_10.0.26100.1_none_b6996f0c07fabc7a\SMSvcHost.exe,True,mscoree.dll
C:\Windows\WinSxS\msil_wsatconfig_b03f5f7f11d50a3a_10.0.26100.1_none_ad1d52a56b0a48f7\WsatConfig.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_aspnet_compiler_b03f5f7f11d50a3a_4.0.15912.0_none_9f7e48f0022da658\aspnet_compiler.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15912.0_none_901f30f8c2af7d1e\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_aspnet_regbrowsers_b03f5f7f11d50a3a_4.0.15912.355_none_8633c2a132a5236f\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15912.0_none_d691427f65d1362f\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_aspnet_regsql_b03f5f7f11d50a3a_4.0.15912.355_none_cca5d427d5c6dc80\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_caspol_b03f5f7f11d50a3a_4.0.15912.0_none_f28dd746997c1837\CasPol.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_installutil_b03f5f7f11d50a3a_4.0.15912.0_none_022ec4a0cabdc41e\InstallUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_jsc_b03f5f7f11d50a3a_4.0.15912.0_none_2e8b40428114406d\jsc.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_microsoft-windows-gpowershell-exe_31bf3856ad364e35_10.0.26100.1591_none_dea5c51b861cb734\powershell_ise.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_microsoft-windows-powershell-exe_31bf3856ad364e35_10.0.26100.1_none_705e51669f200004\powershell.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_microsoft-windows-powershell-exe_31bf3856ad364e35_10.0.26100.3323_none_0f39183ae6908110\powershell.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_msbuild_b03f5f7f11d50a3a_4.0.15912.0_none_07ea43e35ad4fd3b\MSBuild.exe,True,mscoree.dll
C:\Windows\WinSxS\wow64_regasm_b03f5f7f11d50a3a_4.0.15912.0_none_9dcb4fe8bf21aec2\RegAsm.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_addinprocess32_b77a5c561934e089_10.0.26100.1_none_21e4bd199d160d30\AddInProcess32.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_addinprocess32_b77a5c561934e089_4.0.15912.0_none_447f4612d8b724d2\AddInProcess32.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_aspnet_compiler_b03f5f7f11d50a3a_10.0.26100.1_none_bd06c5e20c19d210\aspnet_compiler.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_aspnet_regbrowsers_b03f5f7f11d50a3a_10.0.26100.1_none_ada7adeacc9ba8d6\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_aspnet_regbrowsers_b03f5f7f11d50a3a_10.0.27000.360_none_ec5dcd352cf057e6\aspnet_regbrowsers.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_aspnet_regsql_b03f5f7f11d50a3a_10.0.26100.1_none_f419bf716fbd61e7\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_aspnet_regsql_b03f5f7f11d50a3a_10.0.27000.360_none_32cfdebbd01210f7\aspnet_regsql.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_caspol_b03f5f7f11d50a3a_10.0.26100.1_none_10165438a36843ef\CasPol.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_installutil_b03f5f7f11d50a3a_10.0.26100.1_none_1fb74192d4a9efd6\InstallUtil.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_msbuild_b03f5f7f11d50a3a_10.0.26100.1_none_2572c0d564c128f3\MSBuild.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_msbuild_b03f5f7f11d50a3a_3.5.26100.1_none_3b94e354cf3fab21\MSBuild.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-applaunch_exe_b03f5f7f11d50a3a_10.0.26100.1_none_697667281e7cce2c\AppLaunch.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-aspnet_state_exe_b03f5f7f11d50a3a_10.0.26100.1_none_255c949d766547ab\aspnet_state.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-clr_ilasm_exe_b03f5f7f11d50a3a_10.0.26100.1_none_a74fce2d41576c14\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-csharp_compiler_csc_b03f5f7f11d50a3a_10.0.26100.1_none_a2b84bade0a375ce\csc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-mscorsvw_exe_b03f5f7f11d50a3a_10.0.26100.1_none_c435ce459c01d610\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-ngen_exe_b03f5f7f11d50a3a_10.0.26100.1_none_1bfc8ab3fe2cc7ba\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-vb_compiler_b03f5f7f11d50a3a_10.0.26100.1_none_e42eb82359ca4cf7\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx-vb_compiler_b03f5f7f11d50a3a_10.0.27000.360_none_22e4d76dba1efc07\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx35linq-vb_compiler_orcas_31bf3856ad364e35_10.0.26100.1_none_36d761739f8fd1b7\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx35linq-vb_compiler_orcas_31bf3856ad364e35_10.0.27000.360_none_c319a5f63c95aa27\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-applaunch_exe_b03f5f7f11d50a3a_4.0.15912.0_none_f22ff467d1513409\AppLaunch.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-aspnet_state_exe_b03f5f7f11d50a3a_4.0.15912.0_none_a98d653d335a00f2\aspnet_state.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-ilasm_exe_b03f5f7f11d50a3a_4.0.15912.0_none_a9738ca33ac70551\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-ilasm_exe_b03f5f7f11d50a3a_4.0.15912.146_none_9f891aedaabbca5a\ilasm.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-mscorsvw_exe_b03f5f7f11d50a3a_4.0.15912.0_none_c6c9a6c536b87ee9\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-mscorsvw_exe_b03f5f7f11d50a3a_4.0.15912.100_none_bcd933e3a6b2aaa4\mscorsvw.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-ngentask_exe_b03f5f7f11d50a3a_4.0.15912.0_none_1d944b447accc0c6\ngentask.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-ngen_exe_b03f5f7f11d50a3a_4.0.15912.0_none_fc8df34ce61b153b\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-ngen_exe_b03f5f7f11d50a3a_4.0.15912.100_none_f29d806b561540f6\ngen.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-vbc_exe_b03f5f7f11d50a3a_4.0.15912.0_none_e07e7d7d170e8df4\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_netfx4-vbc_exe_b03f5f7f11d50a3a_4.0.15912.355_none_d6930f2587043445\vbc.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_regasm_b03f5f7f11d50a3a_10.0.26100.1_none_bb53ccdac90dda7a\RegAsm.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_regsvcs_b03f5f7f11d50a3a_10.0.26100.1_none_8e6ef7811b80d32a\RegSvcs.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_regsvcs_b03f5f7f11d50a3a_4.0.15912.0_none_8ec56a4c64c63b5b\RegSvcs.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_wpf-presentationhostexe_31bf3856ad364e35_10.0.26100.1_none_10c9402dd04d0788\PresentationHost.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_wpf-terminalserverwpfwrapperexe_31bf3856ad364e35_10.0.26100.1_none_c5344c677bcead1d\TsWpfWrp.exe,True,mscoree.dll
C:\Windows\WinSxS\x86_wpf-xamlviewer_31bf3856ad364e35_10.0.26100.1_none_f6e3595e2d1c0bde\XamlViewer_v0300.exe,True,mscoree.dll
C:\workspace\samples\samples\aspnet\HttpClient\TwitterSample\.nuget\nuget.exe,True,mscoree.dll
C:\workspace\samples\samples\aspnet\HttpClient\TwitterSample\bin\Debug\TwitterSample.exe,True,mscoree.dll
C:\workspace\samples\samples\aspnet\HttpClient\TwitterSample\obj\x86\Debug\TwitterSample.exe,True,mscoree.dll
C:\workspace\samples\samples\aspnet\Identity\SQLMembership-Identity-OWIN\.nuget\NuGet.exe,True,mscoree.dll
C:\workspace\samples\samples\aspnet\Identity\UniversalProviders-Identity-Migrations\.nuget\NuGet.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\BoldBIEmbedSample\bin\roslyn\csc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\BoldBIEmbedSample\bin\roslyn\csi.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\BoldBIEmbedSample\bin\roslyn\vbc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\BoldBIEmbedSample\bin\roslyn\VBCSCompiler.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\Roslyn45\csc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\Roslyn45\csi.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\Roslyn45\vbc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\Roslyn45\VBCSCompiler.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\csc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\csi.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\vbc.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\Microsoft.CodeDom.Providers.DotNetCompilerPlatform.2.0.1\tools\RoslynLatest\VBCSCompiler.exe,True,mscoree.dll
C:\workspace\sandbox\aspnet-web-forms-sample\packages\WebGrease.1.6.0\tools\WG.EXE,True,mscoree.dll
C:\workspace\sandbox\WebFormsMigrationDemo\Source\packages\EntityFramework.6.1.3\tools\migrate.exe,True,mscoree.dll
C:\workspace\sandbox\WebFormsMigrationDemo\Source\packages\Microsoft.Net.Compilers.1.0.0\tools\csc.exe,True,mscoree.dll
C:\workspace\sandbox\WebFormsMigrationDemo\Source\packages\Microsoft.Net.Compilers.1.0.0\tools\vbc.exe,True,mscoree.dll
C:\workspace\sandbox\WebFormsMigrationDemo\Source\packages\Microsoft.Net.Compilers.1.0.0\tools\VBCSCompiler.exe,True,mscoree.dll
C:\workspace\sandbox\WebFormsMigrationDemo\Source\packages\WebGrease.1.5.2\tools\WG.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys\packages\EntityFramework.6.1.1\tools\migrate.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys\packages\WebGrease.1.5.2\tools\WG.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\packages\EntityFramework.6.4.4\tools\net40\any\ef6.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\packages\EntityFramework.6.4.4\tools\net40\win-x86\ef6.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\packages\EntityFramework.6.4.4\tools\net45\any\ef6.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\packages\EntityFramework.6.4.4\tools\net45\win-x86\ef6.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\packages\WebGrease.1.6.0\tools\WG.EXE,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\WingtipToysCore\bin\roslyn\csc.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\WingtipToysCore\bin\roslyn\csi.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\WingtipToysCore\bin\roslyn\vbc.exe,True,mscoree.dll
C:\workspace\sandbox\WingtipToys-Demo\CSharp\WingtipToysCore\bin\roslyn\VBCSCompiler.exe,True,mscoree.dll
